"analysis","replicate","beta_poct","beta_lab","delta_beta"
"parsimonious_cox",65,-0.500297790288956,-0.0463354910561115,-0.453962299232845
"parsimonious_cox",66,-0.260090717318322,-0.0416199290890896,-0.218470788229232
"parsimonious_cox",67,-0.100162936657025,-0.0385755257541044,-0.0615874109029209
"parsimonious_cox",68,-0.186519524361728,-0.0839101304741435,-0.102609393887584
"parsimonious_cox",69,-0.179896577272083,-0.00556623122267287,-0.174330346049411
"parsimonious_cox",70,-0.285919450362886,-0.06163747391104,-0.224281976451846
"parsimonious_cox",71,-0.156998958903854,0.0217440830372502,-0.178743041941104
"parsimonious_cox",72,-0.10665083587765,-0.00844619864544467,-0.0982046372322054
"parsimonious_cox",73,-0.319684866433166,0.0943463995575709,-0.414031265990737
"parsimonious_cox",74,-0.682612436857217,-0.0376181292955319,-0.644994307561685
"parsimonious_cox",75,-0.126188120911318,-0.0478003095275028,-0.078387811383815
"parsimonious_cox",76,-0.186746682583312,-0.0561623828520216,-0.130584299731291
"parsimonious_cox",77,-0.136498916424583,-0.0223749412071624,-0.114123975217421
"parsimonious_cox",78,-0.297951650430635,0.0179054690312453,-0.31585711946188
"parsimonious_cox",79,-0.276618202174916,-0.00111050733228108,-0.275507694842635
"parsimonious_cox",80,-0.111977242352352,-0.00716064998766644,-0.104816592364686
"parsimonious_cox",81,-0.290354012378128,-0.0242744539299777,-0.26607955844815
"parsimonious_cox",82,-0.201140528910512,-0.0143516966571363,-0.186788832253376
"parsimonious_cox",83,-0.123426914165453,0.00926653402012169,-0.132693448185574
"parsimonious_cox",84,-0.303016284378256,-0.0320105681073508,-0.271005716270905
"parsimonious_cox",85,-0.312254759505674,0.00530238327514097,-0.317557142780815
"parsimonious_cox",86,-0.304682071203691,-0.0121582862514144,-0.292523784952277
"parsimonious_cox",87,-0.153262490476223,-0.0561133795063096,-0.0971491109699136
"parsimonious_cox",88,-0.129533535568808,0.00295691195125303,-0.132490447520061
"parsimonious_cox",89,-0.110957445769242,-0.0115770197011923,-0.0993804260680496
"parsimonious_cox",90,-0.0931837214440113,-0.00270924112847886,-0.0904744803155324
"parsimonious_cox",91,-0.223645043632212,-0.0260020159313764,-0.197643027700835
"parsimonious_cox",92,-0.172338633510457,0.0995290751695274,-0.271867708679984
"parsimonious_cox",93,-0.171549386930201,0.00810303063761133,-0.179652417567812
"parsimonious_cox",94,-0.117137015496549,-0.0309018319241616,-0.0862351835723875
"parsimonious_cox",95,-0.158053448852067,-0.0653713877047037,-0.0926820611473635
"parsimonious_cox",96,-0.494485259160532,-0.0364427560869863,-0.458042503073545
"parsimonious_cox",97,-0.32753238769172,0.0326068781056097,-0.360139265797329
"parsimonious_cox",98,-0.222248279594808,-0.0360434926518578,-0.186204786942951
"parsimonious_cox",99,-0.145107406832918,-0.00751338509414229,-0.137594021738776
"parsimonious_cox",100,-0.127111866245996,-0.0327212739467976,-0.0943905922991982
"parsimonious_cox",101,-0.116794024293381,-0.0013268402323984,-0.115467184060982
"parsimonious_cox",102,-0.0814335718026166,0.0436813936782401,-0.125114965480857
"parsimonious_cox",103,-0.112546630619528,0.0170450182696457,-0.129591648889173
"parsimonious_cox",104,-0.13584021799147,0.00349689669874704,-0.139337114690217
"parsimonious_cox",105,-0.244249688539535,0.0117524540566547,-0.256002142596189
"parsimonious_cox",106,-0.142704652686226,0.0163725221907617,-0.159077174876987
"parsimonious_cox",107,-0.170851739121097,0.0223761451515232,-0.19322788427262
"parsimonious_cox",108,-0.163998631997895,0.0155710712389125,-0.179569703236807
"parsimonious_cox",109,-0.206673042761349,-0.0362293755591213,-0.170443667202228
"parsimonious_cox",110,-0.425533316984374,-0.0790351084454763,-0.346498208538897
"parsimonious_cox",111,-0.064026374868012,0.0269236382748185,-0.0909500131428306
"parsimonious_cox",112,-0.111554475747933,0.0151408645254573,-0.12669534027339
"parsimonious_cox",113,-0.257704065830552,-0.0219881849356175,-0.235715880894934
"parsimonious_cox",114,-0.237681453182268,-0.036075439330291,-0.201606013851977
"parsimonious_cox",115,-0.253126723274598,-0.0434716663042125,-0.209655056970385
"parsimonious_cox",116,-0.224170441785783,-0.0522423949033767,-0.171928046882406
"parsimonious_cox",117,-0.154423521243989,0.0114706323657713,-0.16589415360976
"parsimonious_cox",118,-0.293302452147913,-0.0363606247646948,-0.256941827383219
"parsimonious_cox",119,-0.118205574918525,-0.0109507626728385,-0.107254812245686
"parsimonious_cox",120,-0.197516709745421,0.00972190650996793,-0.207238616255389
"parsimonious_cox",121,-0.166479331499363,0.059475831394075,-0.225955162893438
"parsimonious_cox",122,-0.116323427225259,-0.00583852150512009,-0.110484905720139
"parsimonious_cox",123,-0.399158273265852,-0.0349834486838341,-0.364174824582018
"parsimonious_cox",124,-0.215424898441494,-0.0447614805560822,-0.170663417885412
"parsimonious_cox",125,-0.40567184626733,-0.0366172657929478,-0.369054580474382
"parsimonious_cox",126,-0.0751422448130668,0.0409358542462056,-0.116078099059272
"parsimonious_cox",127,-0.286727967851841,-0.0165352589978946,-0.270192708853947
"parsimonious_cox",128,-0.183392496587704,0.0132163108253309,-0.196608807413035
"parsimonious_cox",129,-0.228128787266693,-0.00522458654757835,-0.222904200719115
"parsimonious_cox",130,-0.219989761512626,0.0180654882011426,-0.238055249713769
"parsimonious_cox",131,-0.231515540641349,-0.0176798391673833,-0.213835701473965
"parsimonious_cox",132,-0.0491317005528256,0.0384825093233814,-0.087614209876207
"parsimonious_cox",133,-0.16287176334447,0.0115103061260326,-0.174382069470502
"parsimonious_cox",134,-0.107995233221984,-0.0531766651607996,-0.0548185680611848
"parsimonious_cox",135,-0.251491141672628,-0.0204723196745459,-0.231018821998082
"parsimonious_cox",136,-0.200973879370427,-0.0590300039674415,-0.141943875402986
"parsimonious_cox",137,-0.457885390943361,-0.00929229871015545,-0.448593092233206
"parsimonious_cox",138,-0.332468935842967,-0.00164323107353284,-0.330825704769434
"parsimonious_cox",139,-0.163130944229269,0.0423706339078674,-0.205501578137137
"parsimonious_cox",140,-0.485288612732109,0.00917706308921554,-0.494465675821324
"parsimonious_cox",141,-0.197445308587486,0.0136460755883934,-0.211091384175879
"parsimonious_cox",142,-0.445382000013673,0.0102270307233916,-0.455609030737065
"parsimonious_cox",143,-0.27610221795334,-0.0375036815466531,-0.238598536406687
"parsimonious_cox",144,-0.411481167172722,-0.105205391944975,-0.306275775227747
"parsimonious_cox",145,-0.232522969387593,-0.0441525943380487,-0.188370375049545
"parsimonious_cox",146,-0.15679035716224,-0.0686155651472965,-0.0881747920149437
"parsimonious_cox",147,-0.18214843823654,0.00640101995175984,-0.188549458188299
"parsimonious_cox",148,-0.197696232602271,0.00316071340833528,-0.200856946010607
"parsimonious_cox",149,-0.350604087619539,0.00923443854614493,-0.359838526165684
"parsimonious_cox",150,-0.198507156794239,0.0000356065241664239,-0.198542763318406
"parsimonious_cox",151,-0.0309863122364538,0.0386837819049131,-0.0696700941413669
"parsimonious_cox",152,-0.162150178680958,-0.00944974591756021,-0.152700432763398
"parsimonious_cox",153,-0.289618291351874,0.00424048022529393,-0.293858771577168
"parsimonious_cox",154,-0.139748964540669,-0.065417182874968,-0.0743317816657005
"parsimonious_cox",155,-0.195082411983339,-0.00193093260384415,-0.193151479379495
"parsimonious_cox",156,-0.0804526136071683,0.00788757084988692,-0.0883401844570552
"parsimonious_cox",157,-0.14752264160168,-0.00557497464314007,-0.14194766695854
"parsimonious_cox",158,-0.0764891262439987,0.0916703412939821,-0.168159467537981
"parsimonious_cox",159,-0.151029843541428,0.010067881670265,-0.161097725211693
"parsimonious_cox",160,-0.349519012170351,-0.0219354644612933,-0.327583547709057
"parsimonious_cox",161,-0.0929576507070207,0.00363248153407544,-0.0965901322410962
"parsimonious_cox",162,-0.285577870237469,-0.0449573584197022,-0.240620511817767
"parsimonious_cox",163,-0.179202055580755,-0.0285243194831389,-0.150677736097616
"parsimonious_cox",164,-0.356922437646007,0.00604982072403218,-0.36297225837004
"parsimonious_cox",165,-0.280529461447119,-0.00375764348510624,-0.276771817962012
"parsimonious_cox",166,-0.0854411444979891,0.0253435890883282,-0.110784733586317
"parsimonious_cox",167,-0.236966959908859,-0.0162224611953024,-0.220744498713556
"parsimonious_cox",168,-0.00665513684442458,-0.0355555059172415,0.0289003690728169
"parsimonious_cox",169,-0.3255638603653,-0.0851967371069225,-0.240367123258377
"parsimonious_cox",170,-0.541355663252293,-0.0192074958447259,-0.522148167407567
"parsimonious_cox",171,-0.206857490766196,0.00234650097452191,-0.209203991740718
"parsimonious_cox",172,-0.167997419077554,0.0121942100130582,-0.180191629090613
"parsimonious_cox",173,-0.187619497710972,-0.0697250454782899,-0.117894452232682
"parsimonious_cox",174,-0.134896035492602,0.0163518471580655,-0.151247882650668
"parsimonious_cox",175,-0.136171530174189,-0.0281031636658377,-0.108068366508351
"parsimonious_cox",176,-0.242174907360444,-0.0182704975774419,-0.223904409783002
"parsimonious_cox",177,-0.0695275562091754,-0.0128455745089263,-0.056681981700249
"parsimonious_cox",178,-0.104170710727902,0.0433849581279942,-0.147555668855897
"parsimonious_cox",179,-0.269672169740197,0.0185078908606535,-0.28818006060085
"parsimonious_cox",180,-0.0745575427593154,-0.043909082921434,-0.0306484598378814
"parsimonious_cox",181,-0.234884940100156,-0.0624036322974959,-0.17248130780266
"parsimonious_cox",182,-0.458335395691105,0.0459931544087629,-0.504328550099868
"parsimonious_cox",183,-0.161961792610022,-0.0377964181407226,-0.1241653744693
"parsimonious_cox",184,-0.164191023165013,-0.0636348738245785,-0.100556149340435
"parsimonious_cox",185,-0.0723362755339878,-0.0253331127635134,-0.0470031627704744
"parsimonious_cox",186,-0.36238695391999,-0.0669771031039738,-0.295409850816017
"parsimonious_cox",187,-0.120751783752021,-0.0807962439647956,-0.0399555397872254
"parsimonious_cox",188,-0.102354488683588,0.0412842541051884,-0.143638742788776
"parsimonious_cox",189,-0.206564054976195,0.0388873123286339,-0.245451367304829
"parsimonious_cox",190,-0.173809306355563,0.00870317838344364,-0.182512484739007
"parsimonious_cox",191,-0.0371473529599791,0.0828119072086256,-0.119959260168605
"parsimonious_cox",192,-0.175601956739017,-0.0645173728902167,-0.111084583848801
"parsimonious_cox",193,-0.289747089491364,-0.0202299941577953,-0.269517095333569
"parsimonious_cox",194,-0.284822948110744,0.0030651181628871,-0.287888066273631
"parsimonious_cox",195,-0.149532846493917,0.0660668543201178,-0.215599700814035
"parsimonious_cox",196,-0.318173911406423,-0.0529447479479236,-0.265229163458499
"parsimonious_cox",197,-0.0617568832192058,0.0205299463966153,-0.0822868296158211
"parsimonious_cox",198,-0.10163553907459,0.0173816568813946,-0.119017195955985
"parsimonious_cox",199,-0.219305619297681,-0.00991337378248201,-0.209392245515199
"parsimonious_cox",200,-0.156093577998147,0.0234473780880306,-0.179540956086177
"parsimonious_cox",201,-0.311746167953868,-0.0365547438540879,-0.27519142409978
"parsimonious_cox",202,-0.629583757945273,-0.0494755321721105,-0.580108225773162
"parsimonious_cox",203,-0.228236111448119,-0.0574574236205586,-0.170778687827561
"parsimonious_cox",204,-0.362327530254441,-0.0279388012901831,-0.334388728964258
"parsimonious_cox",205,-0.137264953433689,0.0183596328208948,-0.155624586254584
"parsimonious_cox",206,-0.230137674678955,-0.0744418836933324,-0.155695790985623
"parsimonious_cox",207,-0.191518064982117,-0.03644663708205,-0.155071427900067
"parsimonious_cox",208,-0.313809230388237,-0.0172592311403668,-0.29654999924787
"parsimonious_cox",209,-0.520015570900432,-0.0477912964365091,-0.472224274463923
"parsimonious_cox",210,-0.355620396925668,0.0232277855666441,-0.378848182492312
"parsimonious_cox",211,-0.13750473242249,0.00928155496933635,-0.146786287391826
"parsimonious_cox",212,-0.327589927513298,-0.0300178571774538,-0.297572070335844
"parsimonious_cox",213,-0.396346933783024,-0.0467804819917386,-0.349566451791286
"parsimonious_cox",214,-0.203338132859079,-0.0439963767077086,-0.15934175615137
"parsimonious_cox",215,-0.506695769295608,-0.0345986230314984,-0.472097146264109
"parsimonious_cox",216,-0.271312350830644,-0.0371209454375158,-0.234191405393128
"parsimonious_cox",217,-0.161720563454647,-0.0161617442466797,-0.145558819207968
"parsimonious_cox",218,-0.409031337642561,-0.0730699971417422,-0.335961340500819
"parsimonious_cox",219,0.0073385340239704,-0.014014069207925,0.0213526032318954
"parsimonious_cox",220,-0.211554848847445,-0.0146721232477254,-0.19688272559972
"parsimonious_cox",221,-0.225720941824181,-0.00810719903798337,-0.217613742786197
"parsimonious_cox",222,-0.0694199153907784,-0.0238343444116104,-0.045585570979168
"parsimonious_cox",223,-0.357571858728705,0.013941274607105,-0.37151313333581
"parsimonious_cox",224,-0.141169979266874,0.086024462016927,-0.227194441283801
"parsimonious_cox",225,-0.400711551483051,-0.0386392332364193,-0.362072318246632
"parsimonious_cox",226,-0.170154776225859,-0.0114554318340862,-0.158699344391773
"parsimonious_cox",227,-0.671772675753293,-0.0112944121046142,-0.660478263648678
"parsimonious_cox",228,-0.119442535852556,-0.0195890817385265,-0.0998534541140293
"parsimonious_cox",229,-0.204298327620486,-0.00659176142737953,-0.197706566193106
"parsimonious_cox",230,-0.224964533699057,-0.00676650075395353,-0.218198032945104
"parsimonious_cox",231,-0.154860942513463,0.126128138048051,-0.280989080561514
"parsimonious_cox",232,-0.0982421067048421,0.00476030122718827,-0.10300240793203
"parsimonious_cox",233,-0.534388772854575,0.0118442135451938,-0.546232986399769
"parsimonious_cox",234,-0.232195086981073,0.0546399405425068,-0.28683502752358
"parsimonious_cox",235,-0.180884549477573,0.0181541202920857,-0.199038669769659
"parsimonious_cox",236,-0.292327505747182,0.00578889311833083,-0.298116398865513
"parsimonious_cox",237,0.00244826644291421,0.0462697580970182,-0.043821491654104
"parsimonious_cox",238,-0.0661317298372462,-0.0318557667397272,-0.034275963097519
"parsimonious_cox",239,-0.203996322113853,-0.110733423470444,-0.0932628986434097
"parsimonious_cox",240,-0.314499924099767,-0.0641082104787298,-0.250391713621037
"parsimonious_cox",241,-0.199592485055733,-0.00157013962173985,-0.198022345433993
"parsimonious_cox",242,-0.199480677324966,0.0127632988876285,-0.212243976212595
"parsimonious_cox",243,-0.363114739654759,-0.0937601439695,-0.269354595685259
"parsimonious_cox",244,-0.298335479199113,-0.00315176364431811,-0.295183715554795
"parsimonious_cox",245,-0.284203101424073,0.0147682516756542,-0.298971353099727
"parsimonious_cox",246,-0.057104570536458,0.0201468503845994,-0.0772514209210573
"parsimonious_cox",247,-0.259679135398999,0.025658537126462,-0.285337672525461
"parsimonious_cox",248,-0.122523808204697,-0.034824327309114,-0.0876994808955827
"parsimonious_cox",249,-0.241606916153692,-0.033771930992556,-0.207834985161136
"parsimonious_cox",250,-0.111402021076128,0.0500478291271652,-0.161449850203293
"parsimonious_cox",251,-0.330471408366896,-0.0225436092742733,-0.307927799092623
"parsimonious_cox",252,-0.335916969269165,-0.0455864537289118,-0.290330515540253
"parsimonious_cox",253,-0.168764490391664,0.0125872532809322,-0.181351743672596
"parsimonious_cox",254,-0.279331106821276,0.0122835926970879,-0.291614699518363
"parsimonious_cox",255,-0.136052988782914,-0.0456198380387992,-0.0904331507441145
"parsimonious_cox",256,-0.0973321337305908,-0.0327779507974467,-0.0645541829331441
"parsimonious_cox",257,-0.190453705542798,-0.125987454825686,-0.0644662507171128
"parsimonious_cox",258,-0.100622085543565,0.0359663640601154,-0.13658844960368
"parsimonious_cox",259,-0.333893263736657,-0.0701178493109697,-0.263775414425687
"parsimonious_cox",260,-0.18380129236303,-0.0487011562175889,-0.135100136145441
"parsimonious_cox",261,-0.110028506792865,0.0611374821147051,-0.17116598890757
"parsimonious_cox",262,-0.270675966466256,-0.0131130164978632,-0.257562949968393
"parsimonious_cox",263,-0.295225426205754,-0.0866417891051673,-0.208583637100587
"parsimonious_cox",264,-0.211378910944721,-0.0983653106588235,-0.113013600285897
"parsimonious_cox",265,-0.164833565563636,-0.0456794413790196,-0.119154124184616
"parsimonious_cox",266,-0.211820153885017,0.0370585900740323,-0.248878743959049
"parsimonious_cox",267,-0.0863800787651241,-0.0254693845289375,-0.0609106942361866
"parsimonious_cox",268,-0.225864440915818,-0.0157331482303829,-0.210131292685435
"parsimonious_cox",269,-0.121113803356635,0.0384283691817423,-0.159542172538377
"parsimonious_cox",270,-0.323990811464616,-0.028400121405288,-0.295590690059328
"parsimonious_cox",271,-0.165525212150219,-0.0198450607430464,-0.145680151407173
"parsimonious_cox",272,-0.131149369003542,0.0093465115725342,-0.140495880576076
"parsimonious_cox",273,-0.162903306624599,0.0193027157772706,-0.18220602240187
"parsimonious_cox",274,-0.184565093779001,-0.00713075795984358,-0.177434335819157
"parsimonious_cox",275,-0.260818207574917,-0.0433463158603981,-0.217471891714519
"parsimonious_cox",276,-0.292195627934508,0.0429199585822473,-0.335115586516756
"parsimonious_cox",277,-0.184744152949061,-0.0707301810225414,-0.11401397192652
"parsimonious_cox",278,-0.120874256247536,0.0346193659382965,-0.155493622185832
"parsimonious_cox",279,-0.185802067844959,0.0297872908657984,-0.215589358710758
"parsimonious_cox",280,-0.384510778884083,0.00100339067681347,-0.385514169560897
"parsimonious_cox",281,-0.076914087536991,0.00519378138768287,-0.0821078689246739
"parsimonious_cox",282,-0.23194409837952,-0.0225926392546982,-0.209351459124822
"parsimonious_cox",283,-0.3038894241514,0.0233020530507706,-0.327191477202171
"parsimonious_cox",284,-0.46069929164087,-0.0805783697473239,-0.380120921893546
"parsimonious_cox",285,-0.270463331129934,-0.00742360284020873,-0.263039728289726
"parsimonious_cox",286,-0.0486272552126201,0.0035187058703479,-0.052145961082968
"parsimonious_cox",287,-0.392997364036454,-0.00581081257554762,-0.387186551460907
"parsimonious_cox",288,-0.267804158629417,-0.00119882771843463,-0.266605330910982
"parsimonious_cox",289,-0.153850666658706,0.000540045478188487,-0.154390712136894
"parsimonious_cox",290,-0.164962977960206,-0.00870531264621472,-0.156257665313991
"parsimonious_cox",291,-0.0557024445027568,0.0223402307164671,-0.078042675219224
"parsimonious_cox",292,-0.399438396476256,-0.0703885827950205,-0.329049813681235
"parsimonious_cox",293,-0.1727582979058,0.0280553421827795,-0.200813640088579
"parsimonious_cox",294,-0.314094054551475,0.019274513164015,-0.33336856771549
"parsimonious_cox",295,-0.365443193906935,-0.0206562210651042,-0.34478697284183
"parsimonious_cox",296,-0.236751340873987,-0.016988908351846,-0.219762432522141
"parsimonious_cox",297,-0.188525033812915,-0.0342305858356167,-0.154294447977298
"parsimonious_cox",298,-0.0548183645660442,0.0170302422802165,-0.0718486068462608
"parsimonious_cox",299,-0.285720129348844,0.0128151703444059,-0.29853529969325
"parsimonious_cox",300,-0.207030594216454,-0.025823302542885,-0.181207291673569
"parsimonious_cox",301,-0.325914439294427,-0.0394202729670162,-0.286494166327411
"parsimonious_cox",302,-0.282092998988575,-0.0341147117181234,-0.247978287270451
"parsimonious_cox",303,-0.1810861224144,-0.0378292908324855,-0.143256831581915
"parsimonious_cox",304,-0.206846978275941,0.0141972593089433,-0.221044237584884
"parsimonious_cox",305,-0.230760230035868,-0.0567077335328013,-0.174052496503067
"parsimonious_cox",306,-0.139711739264699,0.0267883826771906,-0.16650012194189
"parsimonious_cox",307,-0.14335507667399,0.037032562976435,-0.180387639650425
"parsimonious_cox",308,-0.285933837411699,-0.0325239352673914,-0.253409902144308
"parsimonious_cox",309,-0.196284870275403,-0.0325972881588348,-0.163687582116568
"parsimonious_cox",310,-0.12756152693199,-0.031339947482693,-0.096221579449297
"parsimonious_cox",311,-0.224139646023616,0.0322480070871449,-0.256387653110761
"parsimonious_cox",312,-0.0574462296961023,0.0541329648829448,-0.111579194579047
"parsimonious_cox",313,-0.370060082929034,-0.0342185147088625,-0.335841568220172
"parsimonious_cox",314,-0.253036692589232,-0.0393293885646147,-0.213707304024617
"parsimonious_cox",315,-0.174051712435598,-0.0355610704115955,-0.138490642024002
"parsimonious_cox",316,-0.353010833834336,-0.0995356657829582,-0.253475168051378
"parsimonious_cox",317,-0.147979591051996,0.0421544034920002,-0.190133994543997
"parsimonious_cox",318,-0.275252075157649,0.041415167773862,-0.316667242931511
"parsimonious_cox",319,-0.192361085195502,0.0413312288587914,-0.233692314054294
"parsimonious_cox",320,-0.194607274767842,0.0118520840371829,-0.206459358805025
"parsimonious_cox",321,-0.31086534098238,-0.0347849716397614,-0.276080369342619
"parsimonious_cox",322,-0.144709530987129,0.0388894413343608,-0.183598972321489
"parsimonious_cox",323,-0.318929208528081,-0.0235582821760247,-0.295370926352057
"parsimonious_cox",324,-0.21081631081772,-0.0407976860526863,-0.170018624765034
"parsimonious_cox",325,-0.273408131578584,-0.000140791920870276,-0.273267339657713
"parsimonious_cox",326,-0.136823332778071,0.00938212332476676,-0.146205456102838
"parsimonious_cox",327,-0.277318558548968,-0.0168034892494485,-0.26051506929952
"parsimonious_cox",328,-0.264524988273481,-0.0297380284311991,-0.234786959842282
"parsimonious_cox",329,-0.286139745005939,-0.000331852108037134,-0.285807892897902
"parsimonious_cox",330,-0.228282490722594,0.0463911180921269,-0.274673608814721
"parsimonious_cox",331,-0.0513363727377321,0.0256292494150354,-0.0769656221527675
"parsimonious_cox",332,-0.0516194914560008,0.0115616914984009,-0.0631811829544016
"parsimonious_cox",333,-0.0375237179876418,-0.0043870061889699,-0.0331367117986719
"parsimonious_cox",334,-0.139847288603013,-0.0622253063126658,-0.0776219822903473
"parsimonious_cox",335,-0.317017343505775,-0.109693706692641,-0.207323636813134
"parsimonious_cox",336,-0.113458427649768,0.00944652410023791,-0.122904951750005
"parsimonious_cox",337,-0.0260757626887565,-0.0524319688659371,0.0263562061771806
"parsimonious_cox",338,-0.219717407488479,-0.0543085068534217,-0.165408900635057
"parsimonious_cox",339,-0.223081179079504,-0.0273498935071245,-0.195731285572379
"parsimonious_cox",340,-0.193603743360029,0.0105047926731427,-0.204108536033172
"parsimonious_cox",341,-0.0524688148190288,-0.0139381955175858,-0.038530619301443
"parsimonious_cox",342,-0.36586730183479,-0.0425314525205943,-0.323335849314195
"parsimonious_cox",343,-0.174484172148003,-0.0244243693298033,-0.1500598028182
"parsimonious_cox",344,-0.123647377696645,-0.00525898579268577,-0.118388391903959
"parsimonious_cox",345,-0.275065341886677,0.0240388809424154,-0.299104222829093
"parsimonious_cox",346,-0.256213685622343,-0.00760538652454922,-0.248608299097793
"parsimonious_cox",347,-0.140337878667887,-0.0428335664621497,-0.0975043122057378
"parsimonious_cox",348,-0.139101728082097,0.000483363264390264,-0.139585091346487
"parsimonious_cox",349,-0.192290558860698,-0.032597863440178,-0.15969269542052
"parsimonious_cox",350,-0.451872933664772,-0.012141521197606,-0.439731412467166
